domain,class,mcr,ns1,ns2,ns3,ns4,ns5,len,vcr,ncr
free-sexvideosfc2,legit,21.529411764705884,3095.6470588235293,192.625,13.466666666666667,2.0,0.15384615384615385,17.0,0.5454545454545454,0.058823529411764705
howtogeek,legit,8.333333333333334,3057.6666666666665,139.25,5.285714285714286,0.3333333333333333,0.0,9.0,0.8,0.0
1trowa31wenx4bngn2t11dc0o4a,dga,0.5555555555555556,2091.925925925926,110.73076923076923,3.64,0.041666666666666664,0.0,27.0,0.22727272727272727,0.3333333333333333
bpjjyqfuguwnwk,dga,0.6428571428571429,1140.2142857142858,18.153846153846153,0.4166666666666667,0.0,0.0,14.0,0.16666666666666666,0.0
swsnnrntneyelx,dga,0.6428571428571429,3595.3571428571427,144.76923076923077,2.25,0.09090909090909091,0.0,14.0,0.16666666666666666,0.0
adcolony,legit,8.625,3092.625,343.42857142857144,14.0,1.6,0.5,8.0,0.6,0.0
16ts0gkxsh7lw14vz44o1qgigab,dga,0.2222222222222222,1375.037037037037,37.92307692307692,0.68,0.0,0.0,27.0,0.125,0.3333333333333333
by5cr91io10bz12vfwty1b7i2kj,dga,0.0,1156.5925925925926,34.30769230769231,0.0,0.0,0.0,27.0,0.125,0.37037037037037035
lnvwibhycmdmeyifddsaqlytq,dga,0.12,2317.56,58.25,0.2608695652173913,0.0,0.0,25.0,0.19047619047619047,0.0
bestnudeceleb,legit,23.076923076923077,3695.769230769231,349.75,28.454545454545453,1.6,0.3333333333333333,13.0,0.625,0.0
lesliespool,legit,34.90909090909091,3834.3636363636365,403.2,31.11111111111111,2.75,0.0,11.0,0.8333333333333334,0.0
pakadtrader,legit,10.636363636363637,3570.4545454545455,340.6,34.55555555555556,4.5,1.2857142857142858,11.0,0.5714285714285714,0.0
1xmnommuqxurieu7kybpbio8,dga,2.5,1957.6666666666667,109.73913043478261,8.590909090909092,0.9047619047619048,0.0,24.0,0.5,0.125
eotdtjradaeqndt,dga,8.0,3552.6666666666665,111.5,3.769230769230769,0.16666666666666666,0.0,15.0,0.5,0.0
memecenter,legit,54.6,4251.9,622.3333333333334,118.75,18.857142857142858,3.3333333333333335,10.0,0.6666666666666666,0.0
forex-nawigator,legit,45.8,3147.6666666666665,311.64285714285717,26.53846153846154,4.833333333333333,0.5454545454545454,15.0,0.6666666666666666,0.0
mirohost,legit,2.5,3418.25,271.2857142857143,10.833333333333334,1.0,0.0,8.0,0.6,0.0
westernunion,legit,211.0,4002.4166666666665,577.6363636363636,118.8,10.88888888888889,2.625,12.0,0.7142857142857143,0.0
vgpgqadcdahobm,dga,0.42857142857142855,2093.285714285714,45.0,0.6666666666666666,0.09090909090909091,0.0,14.0,0.2727272727272727,0.0
football,legit,4.5,2902.25,220.0,29.833333333333332,2.6,1.25,8.0,0.6,0.0
casamentoclick,legit,41.42857142857143,3424.6428571428573,341.6923076923077,62.166666666666664,15.0,1.0,14.0,0.5555555555555556,0.0
qcphwqcyvcdk,dga,0.0,1323.3333333333333,8.181818181818182,0.0,0.0,0.0,12.0,0.0,0.0
boo-box,legit,4.714285714285714,1881.142857142857,59.666666666666664,2.8,0.0,0.0,7.0,0.75,0.0
10dhl07et1lkh11pn8cthzk207,dga,0.0,1372.7307692307693,37.92,0.0,0.0,0.0,26.0,0.04,0.4230769230769231
centralbankofindia,legit,40.166666666666664,3496.222222222222,419.5882352941176,57.0625,7.2,1.6428571428571428,18.0,0.6363636363636364,0.0
hqfnmffmugpp,dga,0.0,1495.3333333333333,32.18181818181818,0.2,0.0,0.0,12.0,0.09090909090909091,0.0
eksperttv,legit,39.666666666666664,3549.0,270.75,34.857142857142854,1.8333333333333333,0.0,9.0,0.2857142857142857,0.0
ffxiclopedia,legit,21.5,2854.5833333333335,264.90909090909093,19.1,1.6666666666666667,0.125,12.0,0.7142857142857143,0.0
giftcardmall,legit,37.5,3027.0833333333335,240.8181818181818,28.4,1.3333333333333333,0.0,12.0,0.3333333333333333,0.0
marketsandmarkets,legit,16.764705882352942,3621.6470588235293,289.0625,26.933333333333334,7.642857142857143,3.3076923076923075,17.0,0.4166666666666667,0.0
yoccxcrmpafckk,dga,0.0,2053.9285714285716,83.23076923076923,3.5,0.0,0.0,14.0,0.16666666666666666,0.0
imagecurl,legit,8.0,3297.777777777778,217.375,25.857142857142858,2.8333333333333335,0.4,9.0,0.8,0.0
realsubmitted,legit,37.84615384615385,3652.153846153846,434.9166666666667,50.09090909090909,5.8,2.4444444444444446,13.0,0.625,0.0
viponlinesports,legit,36.6,3631.2,458.07142857142856,44.92307692307692,11.833333333333334,2.3636363636363638,15.0,0.5,0.0
tlsjhilomcst,dga,1.75,2984.5,173.27272727272728,3.4,0.1111111111111111,0.0,12.0,0.2,0.0
qwhcyrwivkswb,dga,0.23076923076923078,1662.1538461538462,36.333333333333336,0.2727272727272727,0.0,0.0,13.0,0.08333333333333333,0.0
electrolux,legit,33.0,3456.4,311.0,49.625,14.0,7.166666666666667,10.0,0.6666666666666666,0.0
wgxhckrnpgmbc,dga,0.0,1794.4615384615386,26.083333333333332,0.0,0.0,0.0,13.0,0.0,0.0
wyborcza,legit,4.5,2191.5,126.28571428571429,7.0,0.0,0.0,8.0,0.3333333333333333,0.0
zdhghlvlzukztdlqxklzptgp,dga,0.75,1577.2916666666667,12.956521739130435,0.2727272727272727,0.0,0.0,24.0,0.043478260869565216,0.0
drivefti,legit,5.25,3437.5,345.14285714285717,31.0,4.2,1.5,8.0,0.6,0.0
hbxsdrlfjviu,dga,0.0,2008.6666666666667,32.09090909090909,0.0,0.0,0.0,12.0,0.2,0.0
sportingbet,legit,54.54545454545455,3584.090909090909,493.8,127.55555555555556,28.5,3.7142857142857144,11.0,0.375,0.0
cftfjrnjmnmh,dga,0.0,2132.0833333333335,16.545454545454547,0.0,0.0,0.0,12.0,0.0,0.0
paycooathwwu,dga,11.0,2499.3333333333335,197.45454545454547,5.5,0.0,0.0,12.0,0.7142857142857143,0.0
holodilnik,legit,12.6,3015.1,188.66666666666666,8.25,0.14285714285714285,0.0,10.0,0.6666666666666666,0.0
hxljogjnclbeto,dga,0.8571428571428571,2425.714285714286,90.3076923076923,2.3333333333333335,0.0,0.0,14.0,0.2727272727272727,0.0
socialbro,legit,35.333333333333336,3432.3333333333335,238.625,25.142857142857142,9.333333333333334,2.8,9.0,0.8,0.0
intifada1453,legit,28.75,2455.3333333333335,333.45454545454544,24.6,1.7777777777777777,0.125,12.0,0.5,0.3333333333333333
yqpiawfsumldofp,dga,0.0,2139.2,67.85714285714286,1.9230769230769231,0.0,0.0,15.0,0.36363636363636365,0.0
audlwkjbkdklgi,dga,1.5,1842.357142857143,20.846153846153847,0.75,0.0,0.0,14.0,0.2727272727272727,0.0
lzlqswkrgydzlhtamgqqnzw,dga,0.0,1798.5652173913043,33.90909090909091,0.23809523809523808,0.0,0.0,23.0,0.045454545454545456,0.0
ideegreen,legit,45.666666666666664,4571.222222222223,399.5,31.714285714285715,4.0,0.6,9.0,1.25,0.0
webmaster-hub,legit,63.0,2801.153846153846,308.3333333333333,40.18181818181818,6.0,1.2222222222222223,13.0,0.4444444444444444,0.0
graphixshare,legit,36.25,3183.9166666666665,287.90909090909093,24.4,5.111111111111111,2.75,12.0,0.5,0.0
paxbivdmgxhy,dga,0.0,1712.8333333333333,50.72727272727273,0.0,0.0,0.0,12.0,0.2,0.0
baifendian,legit,14.4,3628.6,346.8888888888889,33.25,4.285714285714286,0.8333333333333334,10.0,1.0,0.0
nextbus,legit,2.142857142857143,3094.8571428571427,161.5,9.4,0.25,0.0,7.0,0.4,0.0
nuffnang,legit,3.0,2772.625,277.7142857142857,13.333333333333334,0.0,0.0,8.0,0.3333333333333333,0.0
xkeudhgmxwvgsyppzdaynbpofx,dga,0.11538461538461539,1796.6923076923076,39.24,1.5,0.0,0.0,26.0,0.18181818181818182,0.0
ucjjnbbrqykgpat,dga,5.0,1897.5333333333333,84.64285714285714,1.9230769230769231,0.0,0.0,15.0,0.15384615384615385,0.0
ywyq4w19nmckc15lpgi51q6imp2,dga,0.0,1219.0,25.846153846153847,1.64,0.0,0.0,27.0,0.08,0.3333333333333333
mhuckcggkpbcmoe,dga,0.0,2014.8,32.785714285714285,0.6923076923076923,0.08333333333333333,0.0,15.0,0.25,0.0
uxmovement,legit,76.5,3029.1,327.77777777777777,92.0,31.142857142857142,10.666666666666666,10.0,0.6666666666666666,0.0
1aji6sv1t06ogd1dd2m18c1zzq,dga,0.0,1353.3076923076924,3.88,0.0,0.0,0.0,26.0,0.13043478260869565,0.38461538461538464
hcwdxfkbkrexl,dga,0.46153846153846156,1765.3846153846155,99.58333333333333,0.18181818181818182,0.0,0.0,13.0,0.08333333333333333,0.0
subtitleseeker,legit,30.642857142857142,3982.4285714285716,423.9230769230769,22.083333333333332,1.3636363636363635,0.4,14.0,0.75,0.0
consoglobe,legit,66.0,3315.0,309.1111111111111,58.5,8.857142857142858,0.8333333333333334,10.0,0.6666666666666666,0.0
dowjoneson,legit,9.3,3269.0,448.1111111111111,27.375,1.7142857142857142,0.0,10.0,0.6666666666666666,0.0
hicuofuustnrtkbhozxxlzp,dga,2.217391304347826,2221.608695652174,105.13636363636364,4.333333333333333,0.0,0.0,23.0,0.35294117647058826,0.0
1xlmvtj5phdmygdy45n1fcab41,dga,0.5769230769230769,1365.6538461538462,22.84,0.20833333333333334,0.0,0.0,26.0,0.04,0.2692307692307692
hotpads,legit,4.285714285714286,3117.285714285714,142.5,3.6,0.0,0.0,7.0,0.4,0.0
gmgiavnitevepun,dga,23.6,3199.4666666666667,226.28571428571428,15.538461538461538,0.9166666666666666,0.0,15.0,0.6666666666666666,0.0
x3xtube,legit,0.8571428571428571,1939.0,66.0,1.2,0.5,0.0,7.0,0.4,0.14285714285714285
olymqolpttamfxn,dga,0.8,2465.6666666666665,113.78571428571429,1.0769230769230769,0.0,0.0,15.0,0.25,0.0
scribdassets,legit,28.75,3823.5833333333335,237.8181818181818,24.2,4.666666666666667,1.25,12.0,0.3333333333333333,0.0
domainsigma,legit,39.0,3362.6363636363635,355.1,34.666666666666664,5.125,0.5714285714285714,11.0,0.8333333333333334,0.0
1nqw01e1op05xoa68xx77cppjp,dga,0.0,1261.3461538461538,13.48,0.0,0.0,0.0,26.0,0.18181818181818182,0.38461538461538464
afrioinycbwr,dga,0.25,2972.5,249.63636363636363,6.5,0.0,0.0,12.0,0.5,0.0
3gpmobilemovies,legit,33.0,2887.6666666666665,220.07142857142858,22.923076923076923,2.0,0.8181818181818182,15.0,0.6666666666666666,0.06666666666666667
ekljsdyygtsafk,dga,0.21428571428571427,2410.4285714285716,37.92307692307692,0.4166666666666667,0.0,0.0,14.0,0.16666666666666666,0.0
ttbijoyabqghwu,dga,0.21428571428571427,2094.214285714286,44.38461538461539,0.9166666666666666,0.0,0.0,14.0,0.4,0.0
epsbdpqpgwkqsl,dga,0.42857142857142855,2016.5,17.923076923076923,0.16666666666666666,0.0,0.0,14.0,0.07692307692307693,0.0
candylist,legit,53.0,3355.6666666666665,375.625,43.42857142857143,3.5,0.0,9.0,0.2857142857142857,0.0
139shop,legit,14.571428571428571,1539.5714285714287,84.5,8.8,1.25,0.0,7.0,0.16666666666666666,0.42857142857142855
urbecom,legit,21.0,2992.0,292.1666666666667,42.6,3.5,1.0,7.0,0.75,0.0
eqnvftjlwxxpoa,dga,0.0,2130.714285714286,37.30769230769231,0.75,0.0,0.0,14.0,0.2727272727272727,0.0
uniq-themes,legit,14.181818181818182,3102.5454545454545,272.8,27.77777777777778,2.0,0.5714285714285714,11.0,0.5714285714285714,0.0
lasvegas,legit,12.375,3548.125,237.85714285714286,10.0,0.2,0.0,8.0,0.6,0.0
pornokarhu,legit,21.0,3006.1,206.22222222222223,11.25,0.0,0.0,10.0,0.6666666666666666,0.0
healthpartners,legit,28.928571428571427,3810.1428571428573,377.6923076923077,49.833333333333336,7.909090909090909,2.8,14.0,0.4,0.0
hqodvnsfxhemm,dga,2.5384615384615383,2154.230769230769,98.66666666666667,1.9090909090909092,0.0,0.0,13.0,0.18181818181818182,0.0
filesharingtalk,legit,20.8,3360.2,491.35714285714283,88.46153846153847,9.5,1.3636363636363635,15.0,0.5,0.0
skkfywnftwbq,dga,0.0,1519.3333333333333,18.363636363636363,0.3,0.0,0.0,12.0,0.0,0.0
1jyncw51v0x8wijf9hw516jh3kp,dga,0.0,765.1111111111111,15.461538461538462,0.12,0.0,0.0,27.0,0.038461538461538464,0.37037037037037035
extreme-board,legit,17.307692307692307,3414.5384615384614,266.0833333333333,25.363636363636363,4.7,2.0,13.0,0.625,0.0
binaryoptions,legit,149.30769230769232,3492.846153846154,498.75,132.27272727272728,64.1,15.222222222222221,13.0,0.625,0.0
1dz14tb19m1hd4y3zz3s9ak8hl,dga,0.0,1049.4615384615386,4.0,0.0,0.0,0.0,26.0,0.04,0.4230769230769231
travian,legit,58.714285714285715,3841.8571428571427,357.1666666666667,42.6,1.75,0.0,7.0,0.75,0.0
wwrjkuesafooq,dga,1.6153846153846154,2376.6923076923076,120.75,2.909090909090909,0.0,0.0,13.0,0.625,0.0
freemeteo,legit,28.333333333333332,4304.333333333333,390.875,29.857142857142858,3.8333333333333335,0.8,9.0,1.25,0.0
phpshtklxmhlmec,dga,1.2,2222.4666666666667,81.28571428571429,0.6153846153846154,0.0,0.0,15.0,0.07142857142857142,0.0
hukumonline,legit,3.0,2959.2727272727275,368.8,31.666666666666668,3.875,0.5714285714285714,11.0,0.8333333333333334,0.0
sugardoodle,legit,28.363636363636363,3410.818181818182,210.2,15.222222222222221,1.0,0.14285714285714285,11.0,0.8333333333333334,0.0
xzjbyptwgkrxsonvsuohtcdeakj,dga,6.555555555555555,2203.814814814815,109.65384615384616,4.88,0.0,0.0,27.0,0.22727272727272727,0.0
ymylypdrgohyafaswrkmnlusx,dga,1.8,2304.04,62.958333333333336,1.0869565217391304,0.0,0.0,25.0,0.19047619047619047,0.0
shareit,legit,10.285714285714286,4126.857142857143,433.8333333333333,30.4,5.25,2.3333333333333335,7.0,0.75,0.0
waaaouh,legit,0.0,2967.714285714286,71.5,0.0,0.0,0.0,7.0,2.5,0.0
pincody,legit,12.0,2851.8571428571427,412.8333333333333,22.8,3.0,0.0,7.0,0.4,0.0
ohgemklnlixarwg,dga,0.0,2665.3333333333335,120.5,0.8461538461538461,0.0,0.0,15.0,0.36363636363636365,0.0
1exepat1r8x8qenxihhm1hllm09,dga,2.2222222222222223,2026.851851851852,100.57692307692308,2.44,0.0,0.0,27.0,0.22727272727272727,0.25925925925925924
qibcavrcxlyuno,dga,0.0,2420.714285714286,91.61538461538461,0.25,0.0,0.0,14.0,0.4,0.0
shopping24,legit,13.2,2267.1,325.44444444444446,101.125,5.285714285714286,2.1666666666666665,10.0,0.25,0.2
1wildtube,legit,0.6666666666666666,2586.1111111111113,102.75,3.857142857142857,0.6666666666666666,0.0,9.0,0.5,0.1111111111111111
customs,legit,21.0,3177.5714285714284,286.3333333333333,34.8,9.0,7.0,7.0,0.4,0.0
starladder,legit,41.7,3959.8,462.1111111111111,39.125,2.0,0.0,10.0,0.42857142857142855,0.0
wondershare,legit,33.81818181818182,3767.181818181818,572.1,69.33333333333333,12.375,3.4285714285714284,11.0,0.5714285714285714,0.0
smileyswelove,legit,6.0,3387.153846153846,212.0,18.818181818181817,0.7,0.1111111111111111,13.0,0.625,0.0
pornclipstv,legit,25.363636363636363,3130.909090909091,262.9,14.777777777777779,0.5,0.0,11.0,0.2222222222222222,0.0
1hx2q53jv84donfj0ymjg206n,dga,2.64,889.52,52.75,1.4782608695652173,0.0,0.0,25.0,0.041666666666666664,0.4
pixelgrapes,legit,6.2727272727272725,3401.818181818182,267.2,13.11111111111111,2.125,0.2857142857142857,11.0,0.5714285714285714,0.0
sitester,legit,72.0,4702.0,810.8571428571429,114.66666666666667,16.8,3.5,8.0,0.6,0.0
vistaprint,legit,39.3,3694.4,535.2222222222222,69.0,5.571428571428571,1.1666666666666667,10.0,0.42857142857142855,0.0
movilnet,legit,4.875,3463.125,204.28571428571428,10.833333333333334,0.8,0.0,8.0,0.6,0.0
webresizer,legit,69.3,3691.2,435.8888888888889,37.125,3.7142857142857144,0.0,10.0,0.6666666666666666,0.0
webclap,legit,8.571428571428571,2687.4285714285716,126.0,4.8,0.0,0.0,7.0,0.4,0.0
xiuyyvfbecopac,dga,2.5714285714285716,2286.4285714285716,138.46153846153845,6.916666666666667,0.2727272727272727,0.0,14.0,0.5555555555555556,0.0
harpercollins,legit,69.0,3584.6153846153848,499.4166666666667,45.90909090909091,6.1,1.1111111111111112,13.0,0.4444444444444444,0.0
joomla-monster,legit,10.928571428571429,3186.714285714286,414.3076923076923,57.333333333333336,6.636363636363637,0.7,14.0,0.5555555555555556,0.0
avtogsm,legit,0.8571428571428571,2921.714285714286,79.66666666666667,1.2,0.0,0.0,7.0,0.4,0.0
ssrhxduthuqnv,dga,5.538461538461538,2386.0,80.66666666666667,3.0,0.0,0.0,13.0,0.18181818181818182,0.0
geyfpvytbsfcio,dga,0.0,2401.3571428571427,93.92307692307692,0.25,0.0,0.0,14.0,0.2727272727272727,0.0
neckermann,legit,34.5,3799.3,385.77777777777777,29.75,4.0,1.1666666666666667,10.0,0.42857142857142855,0.0
tourism,legit,26.142857142857142,3485.285714285714,326.1666666666667,30.2,4.0,2.3333333333333335,7.0,0.75,0.0
pickles,legit,8.142857142857142,3151.8571428571427,374.0,23.6,2.0,0.0,7.0,0.4,0.0
qaxysjpgwmcn,dga,0.0,1847.3333333333333,7.7272727272727275,0.0,0.0,0.0,12.0,0.09090909090909091,0.0
englishspeak,legit,21.5,3435.5,339.0,24.3,3.6666666666666665,0.875,12.0,0.5,0.0
ksaemogtrboq,dga,7.5,2931.6666666666665,99.0909090909091,3.5,0.0,0.0,12.0,0.5,0.0
dynamicwp,legit,9.333333333333334,2538.0,147.375,10.571428571428571,2.8333333333333335,2.0,9.0,0.2857142857142857,0.0
3181302,legit,0.0,12.714285714285714,0.5,0.0,0.0,0.0,7.0,0.0,1.0
muambator,legit,45.0,3010.777777777778,282.5,27.142857142857142,5.5,0.0,9.0,0.8,0.0
newstown,legit,24.75,3447.625,237.57142857142858,19.0,1.6,0.0,8.0,0.3333333333333333,0.0
hqxmekmnmucso,dga,0.0,2253.923076923077,67.75,0.09090909090909091,0.0,0.0,13.0,0.3,0.0
qdvfkunwjxuthv,dga,0.0,1416.5,61.07692307692308,2.0,0.0,0.0,14.0,0.16666666666666666,0.0
revenuquebec,legit,18.75,3403.1666666666665,293.45454545454544,20.6,4.444444444444445,1.375,12.0,1.0,0.0
1uopvi66yehc4cla3qm1ec88hl,dga,0.0,1821.0384615384614,50.64,0.8333333333333334,0.0,0.0,26.0,0.3,0.3076923076923077
nippon1,legit,11.142857142857142,2840.285714285714,295.6666666666667,13.0,1.0,0.3333333333333333,7.0,0.4,0.14285714285714285
metronieuws,legit,16.09090909090909,3746.0,315.7,17.22222222222222,3.875,1.0,11.0,0.8333333333333334,0.0
internetretailer,legit,45.5625,4646.75,628.5333333333333,64.14285714285714,17.384615384615383,6.166666666666667,16.0,0.7777777777777778,0.0
giantfoodstores,legit,55.2,3739.133333333333,417.42857142857144,47.53846153846154,4.166666666666667,0.9090909090909091,15.0,0.6666666666666666,0.0
hrsdhssxvbuhmh,dga,0.0,2111.714285714286,61.76923076923077,0.16666666666666666,0.0,0.0,14.0,0.07692307692307693,0.0
nicekicks,legit,18.0,3250.8888888888887,238.75,20.285714285714285,0.6666666666666666,0.0,9.0,0.5,0.0
xgruemiexajcmy,dga,0.8571428571428571,2581.5,96.76923076923077,3.1666666666666665,0.2727272727272727,0.0,14.0,0.5555555555555556,0.0
continental,legit,212.45454545454547,4082.5454545454545,788.0,135.33333333333334,19.375,6.142857142857143,11.0,0.5714285714285714,0.0
iacebibehgtqxca,dga,0.8,2930.733333333333,119.07142857142857,4.384615384615385,0.0,0.0,15.0,0.6666666666666666,0.0
wq23cy1ej4la2r8sll8hpgay6,dga,0.12,1665.84,43.666666666666664,0.043478260869565216,0.0,0.0,25.0,0.13636363636363635,0.32
kjqjivvnshte,dga,3.0,2219.0,164.8181818181818,1.6,0.0,0.0,12.0,0.2,0.0
webhosting,legit,56.1,3097.1,489.1111111111111,128.75,26.285714285714285,4.333333333333333,10.0,0.42857142857142855,0.0
bnwwrqkwlteima,dga,0.42857142857142855,2509.1428571428573,120.6923076923077,3.0,0.0,0.0,14.0,0.2727272727272727,0.0
lowcostholidays,legit,21.0,3051.133333333333,249.07142857142858,19.53846153846154,2.75,1.1818181818181819,15.0,0.5,0.0
1a8bahsqmrf5k1bqdn7wlzkidv,dga,0.0,1600.3461538461538,19.72,0.20833333333333334,0.0,0.0,26.0,0.13043478260869565,0.19230769230769232
zorgverzekering,legit,148.0,3210.5333333333333,473.42857142857144,82.6923076923077,7.333333333333333,1.7272727272727273,15.0,0.5,0.0
syuylaouccvx,dga,0.75,2258.6666666666665,82.0909090909091,1.4,0.0,0.0,12.0,0.5,0.0
peugeot,legit,0.8571428571428571,3600.1428571428573,141.16666666666666,2.0,0.0,0.0,7.0,1.3333333333333333,0.0
stoiximan,legit,42.0,3491.777777777778,278.25,21.571428571428573,0.3333333333333333,0.0,9.0,0.8,0.0
wspolczesna,legit,1.3636363636363635,3114.6363636363635,194.6,6.222222222222222,0.0,0.0,11.0,0.375,0.0
sarkariexam,legit,2.5454545454545454,3543.6363636363635,264.7,20.666666666666668,2.0,0.0,11.0,0.8333333333333334,0.0
proxybay,legit,62.25,2167.5,148.14285714285714,29.166666666666668,0.8,0.25,8.0,0.3333333333333333,0.0
xbyycitohzwoxghaqubu,dga,0.0,1801.75,88.78947368421052,2.7777777777777777,0.0,0.0,20.0,0.42857142857142855,0.0
furgonetka,legit,2.4,3177.0,260.8888888888889,13.375,0.5714285714285714,0.0,10.0,0.6666666666666666,0.0
qgfulztlzxcbqsgkjvcambqttkhedy,dga,1.3,1812.3333333333333,75.6896551724138,2.5714285714285716,0.037037037037037035,0.0,30.0,0.1111111111111111,0.0
2zbf7i1dl8yzy1a3x0dn10lztyk,dga,0.0,1246.111111111111,6.730769230769231,0.0,0.0,0.0,27.0,0.08,0.3333333333333333
ashihkpcnhorifl,dga,9.6,2776.4666666666667,157.85714285714286,11.461538461538462,1.1666666666666667,0.0,15.0,0.36363636363636365,0.0
cengagebrain,legit,37.5,3724.4166666666665,448.0,31.1,3.3333333333333335,0.625,12.0,0.7142857142857143,0.0
fernsehserien,legit,32.07692307692308,4307.923076923077,486.4166666666667,34.36363636363637,2.5,0.5555555555555556,13.0,0.625,0.0
llnbtlirulkhmb,dga,1.0714285714285714,2517.8571428571427,107.15384615384616,1.5833333333333333,0.0,0.0,14.0,0.16666666666666666,0.0
cadence,legit,35.142857142857146,4016.0,433.5,70.2,16.25,2.3333333333333335,7.0,0.75,0.0
dreamnetcash,legit,9.5,3798.6666666666665,288.1818181818182,19.8,1.1111111111111112,0.25,12.0,0.5,0.0
gqbyuodmzbalbwgdllvpjxojp,dga,1.44,1624.0,56.833333333333336,0.5652173913043478,0.0,0.0,25.0,0.19047619047619047,0.0
html5canvastutorials,legit,17.25,3228.8,269.2631578947368,26.166666666666668,3.0588235294117645,0.6875,20.0,0.42857142857142855,0.05
watcmswprulfeeb,dga,2.0,2829.4666666666667,139.64285714285714,3.230769230769231,0.25,0.0,15.0,0.36363636363636365,0.0
dukcwfdwtdawpiq,dga,0.2,1969.0666666666666,27.142857142857142,0.07692307692307693,0.0,0.0,15.0,0.25,0.0
tengrinews,legit,28.8,3978.0,576.5555555555555,44.75,1.1428571428571428,0.0,10.0,0.42857142857142855,0.0
pirateproxy,legit,118.0909090909091,3287.7272727272725,351.1,66.66666666666667,7.375,0.14285714285714285,11.0,0.5714285714285714,0.0
dustcoin,legit,5.0,3448.5,437.57142857142856,17.666666666666668,2.0,0.0,8.0,0.6,0.0
ggtfbgnbajxokga,dga,0.0,2046.8,27.142857142857142,0.0,0.0,0.0,15.0,0.25,0.0
telecomgyaan,legit,20.0,3544.5833333333335,352.27272727272725,34.7,4.888888888888889,0.875,12.0,0.7142857142857143,0.0
iborljkkqqqqt,dga,0.0,1678.6153846153845,74.25,3.090909090909091,0.0,0.0,13.0,0.18181818181818182,0.0
msctgvclgmeip,dga,0.23076923076923078,2723.153846153846,98.58333333333333,0.6363636363636364,0.0,0.0,13.0,0.18181818181818182,0.0
91mangrandi,legit,38.45454545454545,2881.2727272727275,396.5,49.22222222222222,3.0,0.14285714285714285,11.0,0.375,0.18181818181818182
beknyxztcbetgsodugeugvsdujf,dga,0.6666666666666666,2444.4814814814813,60.26923076923077,1.52,0.0,0.0,27.0,0.35,0.0
serversreview,legit,52.38461538461539,4003.846153846154,459.5833333333333,56.72727272727273,12.6,4.0,13.0,0.625,0.0
thinkstockphotos,legit,11.0625,3017.0,268.93333333333334,16.642857142857142,3.3846153846153846,1.1666666666666667,16.0,0.3333333333333333,0.0
arabtimes,legit,21.333333333333332,3835.6666666666665,499.75,22.285714285714285,4.333333333333333,0.6,9.0,0.8,0.0
hafkhyjruuqig,dga,0.0,1828.5384615384614,44.833333333333336,0.0,0.0,0.0,13.0,0.4444444444444444,0.0
tbteottrbnljcsv,dga,0.2,3141.9333333333334,121.78571428571429,1.7692307692307692,0.0,0.0,15.0,0.15384615384615385,0.0
ceqykxkvmnwdncx,dga,0.0,1823.1333333333334,55.785714285714285,0.0,0.0,0.0,15.0,0.07142857142857142,0.0
elperiodicomediterraneo,legit,87.52173913043478,4079.1304347826085,506.45454545454544,53.38095238095238,6.05,1.368421052631579,23.0,1.0909090909090908,0.0
grnvqootxnotqmm,dga,3.8,2546.9333333333334,67.21428571428571,2.230769230769231,0.0,0.0,15.0,0.25,0.0
topnews,legit,10.285714285714286,3500.5714285714284,159.5,7.0,1.0,0.0,7.0,0.4,0.0
salonpas,legit,6.375,3690.25,375.42857142857144,10.833333333333334,1.0,0.0,8.0,0.6,0.0
njlottery,legit,14.0,3400.8888888888887,357.625,54.142857142857146,5.333333333333333,1.0,9.0,0.2857142857142857,0.0
uncovet,legit,48.0,3339.1428571428573,327.5,30.6,4.5,0.6666666666666666,7.0,0.75,0.0
wk4vlngao04y1k3pj321lfv9be,dga,0.0,1274.4615384615386,43.36,0.20833333333333334,0.0,0.0,26.0,0.13043478260869565,0.34615384615384615
coolrunning,legit,6.2727272727272725,3417.181818181818,385.8,91.22222222222223,8.75,1.2857142857142858,11.0,0.5714285714285714,0.0
freeweb-directory-listings,legit,37.5,3385.423076923077,385.4,73.125,15.782608695652174,4.045454545454546,26.0,0.4444444444444444,0.0
websitelooker,legit,19.615384615384617,3638.5384615384614,348.0833333333333,23.272727272727273,1.8,0.1111111111111111,13.0,0.8571428571428571,0.0
pgvuprcfqtekwj,dga,0.42857142857142855,1914.5714285714287,112.76923076923077,0.16666666666666666,0.0,0.0,14.0,0.16666666666666666,0.0
fxtqusjtiklr,dga,0.0,2321.5,129.72727272727272,0.0,0.0,0.0,12.0,0.2,0.0
growthseo,legit,5.666666666666667,3278.1111111111113,189.25,7.571428571428571,1.6666666666666667,0.6,9.0,0.5,0.0
xnostars,legit,46.5,3681.25,343.0,35.833333333333336,3.4,0.25,8.0,0.3333333333333333,0.0
weprgfaffyukg,dga,4.384615384615385,2009.1538461538462,73.66666666666667,2.8181818181818183,0.0,0.0,13.0,0.3,0.0
1ds7q3eubpsjt1l8rjyw1mluum3,dga,0.0,1643.9259259259259,17.03846153846154,0.08,0.0,0.0,27.0,0.17391304347826086,0.25925925925925924
homemademoviez,legit,15.857142857142858,3114.785714285714,236.76923076923077,19.916666666666668,3.0,0.3,14.0,1.0,0.0
