domain,class,mcr,ns1,ns2,ns3,ns4,ns5,len,vcr,ncr
troubleshore,dga,32.75,3610.1666666666665,444.1818181818182,40.1,4.333333333333333,1.75,12.0,0.7142857142857143,0.0
experienceperhaps,dga,41.64705882352941,3828.529411764706,390.125,53.46666666666667,10.714285714285714,3.4615384615384617,17.0,0.7,0.0
beautyshould,dga,16.0,2898.9166666666665,176.72727272727272,13.6,2.5555555555555554,1.25,12.0,0.7142857142857143,0.0
recordfortieth,dga,51.642857142857146,3736.1428571428573,433.0769230769231,42.583333333333336,5.818181818181818,1.3,14.0,0.5555555555555556,0.0
brightorderly,dga,31.846153846153847,3180.6923076923076,343.8333333333333,46.0,9.5,2.3333333333333335,13.0,0.3,0.0
divideescape,dga,37.25,3782.1666666666665,314.3636363636364,26.0,4.444444444444445,2.125,12.0,1.0,0.0
necessaryorder,dga,51.214285714285715,4124.0,457.0769230769231,41.583333333333336,7.454545454545454,2.7,14.0,0.5555555555555556,0.0
specialpossible,dga,59.6,3586.266666666667,270.7857142857143,43.84615384615385,13.166666666666666,5.636363636363637,15.0,0.6666666666666666,0.0
settlelarge,dga,22.636363636363637,4238.363636363636,328.5,24.0,6.0,2.142857142857143,11.0,0.5714285714285714,0.0
effortmarket,dga,47.0,3414.0,245.1818181818182,34.5,6.777777777777778,2.75,12.0,0.5,0.0
letteruntil,dga,91.9090909090909,4111.545454545455,552.8,60.333333333333336,6.0,1.5714285714285714,11.0,0.5714285714285714,0.0
becomedelight,dga,38.30769230769231,3337.153846153846,367.6666666666667,49.45454545454545,11.0,2.111111111111111,13.0,0.625,0.0
servicepower,dga,30.0,3715.1666666666665,427.45454545454544,29.4,8.666666666666666,1.875,12.0,0.7142857142857143,0.0
coursebuilt,dga,21.545454545454547,3358.5454545454545,266.9,19.444444444444443,4.125,1.2857142857142858,11.0,0.8333333333333334,0.0
increasehappen,dga,46.92857142857143,3957.214285714286,439.84615384615387,41.416666666666664,9.363636363636363,3.5,14.0,0.75,0.0
natureprobably,dga,70.71428571428571,3205.285714285714,324.3076923076923,49.416666666666664,10.181818181818182,3.0,14.0,0.5555555555555556,0.0
enterheaven,dga,109.0909090909091,4322.181818181818,586.5,103.0,13.25,1.8571428571428572,11.0,0.8333333333333334,0.0
discoverminute,dga,28.928571428571427,3628.8571428571427,479.15384615384613,48.25,13.636363636363637,4.8,14.0,0.75,0.0
storepretty,dga,35.72727272727273,3997.5454545454545,462.7,49.77777777777778,7.375,2.142857142857143,11.0,0.375,0.0
leavedesire,dga,30.272727272727273,4318.272727272727,547.4,30.0,2.75,1.0,11.0,1.2,0.0
troublesystem,dga,41.30769230769231,3465.153846153846,400.75,40.18181818181818,5.6,3.111111111111111,13.0,0.4444444444444444,0.0
kitchenstrange,dga,44.785714285714285,3722.0714285714284,451.7692307692308,55.25,12.909090909090908,2.8,14.0,0.4,0.0
writtensmoke,dga,22.75,3662.0833333333335,345.09090909090907,31.3,5.777777777777778,0.75,12.0,0.5,0.0
continuebutter,dga,85.28571428571429,3777.0714285714284,583.4615384615385,78.5,11.363636363636363,3.2,14.0,0.75,0.0
presidentwithout,dga,108.375,3615.5,441.3333333333333,77.57142857142857,16.76923076923077,6.916666666666667,16.0,0.6,0.0
bottlewrite,dga,9.272727272727273,3761.818181818182,307.4,20.666666666666668,4.625,1.2857142857142858,11.0,0.5714285714285714,0.0
strangetwelve,dga,41.76923076923077,3798.3076923076924,391.4166666666667,46.18181818181818,11.0,1.5555555555555556,13.0,0.4444444444444444,0.0
requirebasket,dga,8.307692307692308,3652.3076923076924,277.4166666666667,20.545454545454547,5.2,2.5555555555555554,13.0,0.8571428571428571,0.0
appearnorth,dga,44.72727272727273,3662.5454545454545,308.8,44.0,9.125,3.5714285714285716,11.0,0.5714285714285714,0.0
childhoodunderstand,dga,68.84210526315789,3303.9473684210525,347.94444444444446,55.0,10.5625,4.066666666666666,19.0,0.46153846153846156,0.0
schoolfriend,dga,32.75,3355.0,275.90909090909093,27.0,3.2222222222222223,1.625,12.0,0.5,0.0
objectattempt,dga,58.38461538461539,3364.923076923077,301.6666666666667,41.63636363636363,9.3,3.6666666666666665,13.0,0.4444444444444444,0.0
bottomtrade,dga,44.18181818181818,3607.909090909091,268.2,29.11111111111111,3.875,1.1428571428571428,11.0,0.5714285714285714,0.0
thinkdollar,dga,21.545454545454547,3184.0,363.2,23.333333333333332,5.0,1.7142857142857142,11.0,0.375,0.0
althoughuntil,dga,36.0,2981.153846153846,336.6666666666667,28.818181818181817,6.0,1.7777777777777777,13.0,0.625,0.0
broadchildhood,dga,9.428571428571429,2866.5,151.23076923076923,14.333333333333334,3.8181818181818183,2.0,14.0,0.5555555555555556,0.0
flieranimal,dga,31.363636363636363,3661.818181818182,468.7,39.44444444444444,3.5,1.0,11.0,0.8333333333333334,0.0
writebutter,dga,4.636363636363637,3749.090909090909,462.5,54.0,5.5,1.0,11.0,0.5714285714285714,0.0
eveningseason,dga,33.92307692307692,4150.615384615385,540.5833333333334,101.36363636363636,15.1,3.0,13.0,0.8571428571428571,0.0
mightbefore,dga,3.0,3164.5454545454545,264.5,32.333333333333336,9.125,0.8571428571428571,11.0,0.5714285714285714,0.0
severalbefore,dga,45.23076923076923,3869.5384615384614,468.6666666666667,47.72727272727273,8.8,1.7777777777777777,13.0,0.8571428571428571,0.0
welcomeseparate,dga,110.0,3898.6,473.2857142857143,64.53846153846153,10.083333333333334,2.727272727272727,15.0,0.875,0.0
beingduring,dga,7.909090909090909,3282.818181818182,558.2,173.33333333333334,10.75,1.5714285714285714,11.0,0.5714285714285714,0.0
marketbattle,dga,23.25,3636.4166666666665,283.45454545454544,22.2,7.888888888888889,3.25,12.0,0.5,0.0
thrownglossary,dga,15.428571428571429,3173.8571428571427,258.6923076923077,17.833333333333332,2.3636363636363638,0.7,14.0,0.2727272727272727,0.0
mayoreffort,dga,15.545454545454545,3178.4545454545455,333.1,34.333333333333336,2.375,0.7142857142857143,11.0,0.5714285714285714,0.0
healthwhose,dga,14.454545454545455,3234.818181818182,264.7,21.11111111111111,3.25,1.5714285714285714,11.0,0.5714285714285714,0.0
branchuntil,dga,23.181818181818183,3197.5454545454545,424.6,44.111111111111114,5.125,1.2857142857142858,11.0,0.375,0.0
buildingflower,dga,21.428571428571427,2920.3571428571427,374.7692307692308,78.25,10.909090909090908,2.6,14.0,0.5555555555555556,0.0
possiblelisten,dga,42.214285714285715,3828.4285714285716,431.3076923076923,55.333333333333336,8.272727272727273,3.2,14.0,0.5555555555555556,0.0
fatherknown,dga,29.454545454545453,3107.3636363636365,310.0,29.444444444444443,9.375,2.0,11.0,0.375,0.0
prettymister,dga,101.0,3859.25,494.6363636363636,69.7,9.0,1.375,12.0,0.3333333333333333,0.0
driedrealize,dga,23.5,3988.5,410.90909090909093,38.0,4.777777777777778,1.625,12.0,1.0,0.0
devicegovern,dga,30.75,3570.9166666666665,344.90909090909093,40.5,9.666666666666666,2.875,12.0,0.7142857142857143,0.0
freshmountain,dga,35.76923076923077,3483.769230769231,474.75,52.45454545454545,10.5,3.4444444444444446,13.0,0.625,0.0
characterstation,dga,181.125,3964.875,638.5333333333333,172.78571428571428,71.0,28.666666666666668,16.0,0.6,0.0
airplaneround,dga,55.38461538461539,3767.230769230769,396.4166666666667,41.54545454545455,7.7,2.4444444444444446,13.0,0.8571428571428571,0.0
worthbring,dga,39.0,2948.0,453.22222222222223,125.0,12.857142857142858,0.8333333333333334,10.0,0.25,0.0
lengthattempt,dga,27.0,3570.4615384615386,429.4166666666667,25.363636363636363,7.2,2.5555555555555554,13.0,0.3,0.0
yellowshout,dga,19.90909090909091,2919.2727272727275,207.6,27.333333333333332,4.125,1.0,11.0,0.5714285714285714,0.0
strengthchildren,dga,35.8125,3621.25,452.0,30.285714285714285,4.923076923076923,3.25,16.0,0.23076923076923078,0.0
arounddinner,dga,52.5,3891.6666666666665,507.0,40.9,7.222222222222222,2.125,12.0,0.7142857142857143,0.0
laborbetween,dga,12.0,3667.5,262.1818181818182,11.1,2.7777777777777777,1.25,12.0,0.7142857142857143,0.0
summerwater,dga,23.181818181818183,3566.5454545454545,517.6,73.0,4.5,0.8571428571428571,11.0,0.5714285714285714,0.0
experiencewater,dga,98.8,4075.4666666666667,523.8571428571429,89.84615384615384,12.916666666666666,3.909090909090909,15.0,0.875,0.0
againstridden,dga,37.15384615384615,3952.3076923076924,459.0833333333333,49.72727272727273,11.6,1.5555555555555556,13.0,0.625,0.0
entercontain,dga,149.0,4376.5,750.8181818181819,134.1,24.22222222222222,5.5,12.0,0.7142857142857143,0.0
streetoutside,dga,54.69230769230769,4302.692307692308,395.5833333333333,41.18181818181818,6.6,1.0,13.0,0.8571428571428571,0.0
alwaysdaughter,dga,18.642857142857142,3119.6428571428573,276.2307692307692,35.5,4.090909090909091,1.7,14.0,0.5555555555555556,0.0
rightspace,dga,13.2,3464.9,254.22222222222223,31.0,11.571428571428571,3.1666666666666665,10.0,0.42857142857142855,0.0
shorebrought,dga,36.75,3112.4166666666665,283.0,30.5,6.666666666666667,2.75,12.0,0.5,0.0
storerequire,dga,36.75,4144.083333333333,569.7272727272727,47.0,8.444444444444445,3.25,12.0,1.0,0.0
quarterstrength,dga,27.4,3697.6666666666665,550.0,73.53846153846153,11.75,5.090909090909091,15.0,0.36363636363636365,0.0
shouldermeasure,dga,48.8,3676.8,395.2142857142857,38.84615384615385,6.75,3.0,15.0,0.875,0.0
perhapsthird,dga,34.75,3351.5833333333335,307.1818181818182,18.8,2.111111111111111,1.25,12.0,0.3333333333333333,0.0
insidebeauty,dga,47.75,3689.4166666666665,358.0,33.6,7.0,2.5,12.0,1.0,0.0
angrybeauty,dga,13.636363636363637,3109.0,276.2,11.88888888888889,1.125,0.5714285714285714,11.0,0.5714285714285714,0.0
beyondproduce,dga,58.38461538461539,3141.3076923076924,264.0833333333333,29.09090909090909,6.9,4.777777777777778,13.0,0.625,0.0
trainchance,dga,64.9090909090909,3869.090909090909,474.5,79.22222222222223,16.375,2.857142857142857,11.0,0.5714285714285714,0.0
covertrust,dga,26.4,3624.9,446.55555555555554,52.125,14.0,4.0,10.0,0.42857142857142855,0.0
strangerdistant,dga,78.8,4096.6,580.0,76.07692307692308,17.5,4.0,15.0,0.36363636363636365,0.0
heardspent,dga,30.9,3874.3,408.0,90.125,4.285714285714286,0.3333333333333333,10.0,0.42857142857142855,0.0
eearlyexcept,dga,16.75,3780.75,225.8181818181818,20.6,5.666666666666667,1.75,12.0,0.7142857142857143,0.0
requireclear,dga,30.0,3948.5,409.72727272727275,39.1,9.222222222222221,3.625,12.0,1.0,0.0
understoodsubject,dga,58.411764705882355,3348.705882352941,320.3125,55.6,10.5,4.3076923076923075,17.0,0.5454545454545454,0.0
forgetdollar,dga,36.25,3425.8333333333335,284.54545454545456,27.4,3.3333333333333335,1.375,12.0,0.5,0.0
brightdollar,dga,31.75,3094.8333333333335,244.27272727272728,30.1,9.333333333333334,2.375,12.0,0.3333333333333333,0.0
naturefamous,dga,53.75,3485.0833333333335,333.3636363636364,38.9,10.222222222222221,2.75,12.0,1.0,0.0
caughtcontain,dga,77.53846153846153,3357.6153846153848,419.1666666666667,56.0,12.9,3.888888888888889,13.0,0.625,0.0
flowervarious,dga,15.923076923076923,3232.0,360.25,30.181818181818183,8.0,1.5555555555555556,13.0,0.8571428571428571,0.0
gardenfound,dga,26.181818181818183,3281.0,344.2,40.55555555555556,6.875,1.2857142857142858,11.0,0.5714285714285714,0.0
membereearly,dga,18.0,3756.0833333333335,423.45454545454544,35.5,6.555555555555555,3.0,12.0,0.7142857142857143,0.0
eveningwonder,dga,50.07692307692308,3731.923076923077,602.6666666666666,104.63636363636364,13.6,1.8888888888888888,13.0,0.625,0.0
journeyfigure,dga,7.384615384615385,3120.0,253.66666666666666,22.727272727272727,4.3,2.111111111111111,13.0,0.8571428571428571,0.0
historynothing,dga,35.57142857142857,3337.214285714286,412.9230769230769,97.5,9.0,2.6,14.0,0.4,0.0
orderlydifferent,dga,27.75,3620.5625,493.3333333333333,60.214285714285715,9.307692307692308,4.166666666666667,16.0,0.45454545454545453,0.0
soldieranother,dga,36.214285714285715,4001.3571428571427,445.2307692307692,45.166666666666664,7.818181818181818,2.2,14.0,0.75,0.0
rememberbottom,dga,14.785714285714286,3500.0714285714284,331.53846153846155,21.416666666666668,5.454545454545454,2.3,14.0,0.5555555555555556,0.0
freshmother,dga,10.909090909090908,3421.818181818182,433.4,48.0,8.875,2.4285714285714284,11.0,0.375,0.0
requireindeed,dga,9.923076923076923,4064.3846153846152,488.0833333333333,30.727272727272727,6.4,2.6666666666666665,13.0,1.1666666666666667,0.0
